,state,county,score
1018,Mississippi,Warren,0
1019,Mississippi,Washington,0
1020,Mississippi,Wayne,0
1021,Mississippi,Webster,0
1022,Mississippi,Wilkinson,0
1023,Mississippi,Winston,0
1024,Mississippi,Yalobusha,0
1025,Mississippi,Yazoo,0
1026,Missouri,Adair,0
1027,Missouri,Andrew,0
1028,Missouri,Atchison,0
1029,Missouri,Audrain,0
1030,Missouri,Barry,0
1031,Missouri,Barton,0
1032,Missouri,Bates,0
1033,Missouri,Benton,0
1034,Missouri,Bollinger,0
1035,Missouri,Boone,0
1036,Missouri,Buchanan,0
1037,Missouri,Butler,0
1038,Missouri,Caldwell,0
1039,Missouri,Callaway,0
1040,Missouri,Camden,0
1041,Missouri,Cape Girardeau,0
1042,Missouri,Carroll,0
1043,Missouri,Carter,0
1044,Missouri,Cass,0
1045,Missouri,Cedar,0
1046,Missouri,Chariton,0
1047,Missouri,Christian,0
1048,Missouri,Clark,0
1049,Missouri,Clay,0
1050,Missouri,Clinton,0
1051,Missouri,Cole,0
1052,Missouri,Cooper,0
1053,Missouri,Crawford,0
1054,Missouri,Dade,0
1055,Missouri,Dallas,0
1056,Missouri,Daviess,0
1057,Missouri,Dent,0
1058,Missouri,Douglas,0
1059,Missouri,Dunklin,0
1060,Missouri,Franklin,0
1061,Missouri,Gasconade,0
1062,Missouri,Gentry,0
1063,Missouri,Greene,0
1064,Missouri,Grundy,0
1065,Missouri,Harrison,0
1066,Missouri,Henry,0
1067,Missouri,Hickory,0
1068,Missouri,Holt,0
1069,Missouri,Howard,0
1070,Missouri,Howell,0
1071,Missouri,Iron,0
1072,Missouri,Jackson,0
1073,Missouri,Jasper,0
1074,Missouri,Jefferson,0
1075,Missouri,Johnson,0
1076,Missouri,Knox,0
1077,Missouri,LaClede,0
1078,Missouri,Lafayette,0
1079,Missouri,Lawrence,0
1080,Missouri,Lewis,0
1081,Missouri,Lincoln,0
1082,Missouri,Linn,0
1083,Missouri,Livingston,0
1084,Missouri,Macon,0
1085,Missouri,Madison,0
1086,Missouri,Maries,0
1087,Missouri,Marion,0
1088,Missouri,McDonald,0
1089,Missouri,Mercer,0
1090,Missouri,Miller,0
1091,Missouri,Mississippi,0
1092,Missouri,Moniteau,0
1093,Missouri,Monroe,0
1094,Missouri,Montgomery,0
1095,Missouri,Morgan,0
1096,Missouri,New Madrid,0
1097,Missouri,Newton,0
1098,Missouri,Nodaway,0
1099,Missouri,Oregon,0
1100,Missouri,Osage,0
1101,Missouri,Ozark,0
1102,Missouri,Pemiscot,0
1103,Missouri,Perry,0
1104,Missouri,Pettis,0
1105,Missouri,Phelps,0
1106,Missouri,Pike,0
1107,Missouri,Platte,0
1108,Missouri,Polk,0
1109,Missouri,Pulaski,0
1110,Missouri,Putnam,0
1111,Missouri,Ralls,0
1112,Missouri,Randolph,0
1113,Missouri,Ray,0
1114,Missouri,Reynolds,0
1115,Missouri,Ripley,0
1116,Missouri,Saline,0
1117,Missouri,Schuyler,0
1118,Missouri,Scotland,0
1119,Missouri,Scott,0
1120,Missouri,Shannon,0
1121,Missouri,Shelby,0
1122,Missouri,Stoddard,0
1123,Missouri,Stone,0
1124,Missouri,Sullivan,0
1125,Missouri,Taney,0
1126,Missouri,Texas,0
1127,Missouri,Vernon,0
1128,Missouri,Warren,0
1129,Missouri,Washington,0
1130,Missouri,Wayne,0
1131,Missouri,Webster,0
1132,Missouri,Worth,0
1133,Missouri,Wright,0
1134,Nebraska,Adams,0
1135,Nebraska,Antelope,0
1136,Nebraska,Arthur,0
1137,Nebraska,Banner,0
1138,Nebraska,Blaine,0
1139,Nebraska,Boone,0
1140,Nebraska,Box Butte,0
1141,Nebraska,Boyd,0
1142,Nebraska,Brown,0
1143,Nebraska,Buffalo,0
1144,Nebraska,Burt,0
1145,Nebraska,Butler,0
1146,Nebraska,Cass,0
1147,Nebraska,Cedar,0
1148,Nebraska,Chase,0
1149,Nebraska,Cherry,0
1150,Nebraska,Cheyenne,0
1151,Nebraska,Clay,0
1152,Nebraska,Colfax,0
1153,Nebraska,Cuming,0
1154,Nebraska,Custer,0
1155,Nebraska,Dakota,0
1156,Nebraska,Dawes,0
1157,Nebraska,Dawson,0
1158,Nebraska,Deuel,0
1159,Nebraska,Dixon,0
1160,Nebraska,Dodge,0
1161,Nebraska,Douglas,0
1162,Nebraska,Dundy,0
1163,Nebraska,Fillmore,0
1164,Nebraska,Franklin,0
1165,Nebraska,Frontier,0
1166,Nebraska,Furnas,0
1167,Nebraska,Gage,0
1168,Nebraska,Garden,0
1169,Nebraska,Garfield,0
1170,Nebraska,Gosper,0
1171,Nebraska,Grant,0
1172,Nebraska,Greeley,0
1173,Nebraska,Hall,0
1174,Nebraska,Hamilton,0
1175,Nebraska,Harlan,0
1176,Nebraska,Hayes,0
1177,Nebraska,Hitchcock,0
1178,Nebraska,Holt,0
1179,Nebraska,Hooker,0
1180,Nebraska,Howard,0
1181,Nebraska,Jefferson,0
1182,Nebraska,Johnson,0
1183,Nebraska,Kearney,0
1184,Nebraska,Keith,0
1185,Nebraska,Keya Paha,0
1186,Nebraska,Kimball,0
1187,Nebraska,Knox,0
1188,Nebraska,Lancaster,0
1189,Nebraska,Lincoln,0
1190,Nebraska,Logan,0
1191,Nebraska,Loup,0
1192,Nebraska,Madison,0
1193,Nebraska,McPherson,0
1194,Nebraska,Merrick,0
1195,Nebraska,Morrill,0
1196,Nebraska,Nance,0
1197,Nebraska,Nemaha,0
1198,Nebraska,Nuckolls,0
1199,Nebraska,Otoe,0
1200,Nebraska,Pawnee,0
1201,Nebraska,Perkins,0
1202,Nebraska,Phelps,0
1203,Nebraska,Pierce,0
1204,Nebraska,Platte,0
1205,Nebraska,Polk,0
1206,Nebraska,Red Willow,0
1207,Nebraska,Richardson,0
1208,Nebraska,Rock,0
1209,Nebraska,Saline,0
1210,Nebraska,Sarpy,0
1211,Nebraska,Saunders,0
1212,Nebraska,Scotts Bluff,0
1213,Nebraska,Seward,0
1214,Nebraska,Sheridan,0
1215,Nebraska,Sherman,0
1216,Nebraska,Sioux,0
1217,Nebraska,Stanton,0
1218,Nebraska,Thayer,0
1219,Nebraska,Thomas,0
1220,Nebraska,Thurston,0
1221,Nebraska,Valley,0
1222,Nebraska,Washington,0
1223,Nebraska,Wayne,0
1224,Nebraska,Webster,0
1225,Nebraska,Wheeler,0
1226,Nebraska,York,0
1227,Nevada,Carson City,0
1228,Nevada,Churchill,0
1229,Nevada,Clark,0
1230,Nevada,Douglas,0
1231,Nevada,Elko,0
1232,Nevada,Esmeralda,0
1233,Nevada,Eureka,0
1234,Nevada,Humboldt,0
1235,Nevada,Lander,0
1236,Nevada,Lincoln,0
1237,Nevada,Lyon,0
1238,Nevada,Mineral,0
1239,Nevada,Nye,0
1240,Nevada,Pershing,0
1241,Nevada,Storey,0
1242,Nevada,Washoe,0
1243,Nevada,White Pine,0
1244,North Carolina,Alamance,0
1245,North Carolina,Alexander,0
1246,North Carolina,Alleghany,0
1247,North Carolina,Anson,0
1248,North Carolina,Ashe,0
1249,North Carolina,Avery,0
1250,North Carolina,Beaufort,0
1251,North Carolina,Bertie,0
1252,North Carolina,Bladen,0
1253,North Carolina,Brunswick,0
1254,North Carolina,Buncombe,0
1255,North Carolina,Burke,0
1256,North Carolina,Cabarrus,0
1257,North Carolina,Caldwell,0
1258,North Carolina,Camden,0
1259,North Carolina,Carteret,0
1260,North Carolina,Caswell,0
1261,North Carolina,Catawba,0
1262,North Carolina,Chatham,0
1263,North Carolina,Cherokee,0
1264,North Carolina,Chowan,0
1265,North Carolina,Clay,0
1266,North Carolina,Cleveland,0
1267,North Carolina,Columbus,0
1268,North Carolina,Craven,0
1269,North Carolina,Cumberland,0
1270,North Carolina,Dare,0
1271,North Carolina,Davidson,0
1272,North Carolina,Davie,0
1273,North Carolina,Duplin,0
1274,North Carolina,Durham,0
1275,North Carolina,Edgecombe,0
1276,North Carolina,Forsyth,0
1277,North Carolina,Franklin,0
1278,North Carolina,Gaston,0
1279,North Carolina,Gates,0
1280,North Carolina,Graham,0
1281,North Carolina,Granville,0
1282,North Carolina,Greene,0
1283,North Carolina,Guilford,0
1284,North Carolina,Halifax,0
1285,North Carolina,Harnett,0
1286,North Carolina,Haywood,0
1287,North Carolina,Henderson,0
1288,North Carolina,Hertford,0
1289,North Carolina,Hoke,0
1290,North Carolina,Hyde,0
1291,North Carolina,Iredell,0
1292,North Carolina,Jackson,0
1293,North Carolina,Johnston,0
1294,North Carolina,Jones,0
1295,North Carolina,Lee,0
1296,North Carolina,Lenoir,0
1297,North Carolina,Lincoln,0
1298,North Carolina,Macon,0
1299,North Carolina,Madison,0
1300,North Carolina,Martin,0
1301,North Carolina,McDowell,0
1302,North Carolina,Mecklenburg,0
1303,North Carolina,Mitchell,0
1304,North Carolina,Montgomery,0
1305,North Carolina,Moore,0
1306,North Carolina,Nash,0
1307,North Carolina,New Hanover,0
1308,North Carolina,Northampton,0
1309,North Carolina,Onslow,0
1310,North Carolina,Orange,0
1311,North Carolina,Pamlico,0
1312,North Carolina,Pasquotank,0
1313,North Carolina,Pender,0
1314,North Carolina,Perquimans,0
1315,North Carolina,Person,0
1316,North Carolina,Pitt,0
1317,North Carolina,Polk,0
1318,North Carolina,Randolph,0
1319,North Carolina,Richmond,0
1320,North Carolina,Robeson,0
1321,North Carolina,Rockingham,0
1322,North Carolina,Rowan,0
1323,North Carolina,Rutherford,0
1324,North Carolina,Sampson,0
1325,North Carolina,Scotland,0
1326,North Carolina,Stanly,0
1327,North Carolina,Stokes,0
1328,North Carolina,Surry,0
1329,North Carolina,Swain,0
1330,North Carolina,Transylvania,0
1331,North Carolina,Tyrrell,0
1332,North Carolina,Union,0
1333,North Carolina,Vance,0
1334,North Carolina,Wake,0
1335,North Carolina,Warren,0
1336,North Carolina,Washington,0
1337,North Carolina,Watauga,0
1338,North Carolina,Wayne,0
1339,North Carolina,Wilkes,0
1340,North Carolina,Wilson,0
1341,North Carolina,Yadkin,0
1342,North Carolina,Yancey,0
1343,Ohio,Adams,0
1344,Ohio,Allen,0
1345,Ohio,Ashland,0
1346,Ohio,Ashtabula,0
1347,Ohio,Athens,0
1348,Ohio,Auglaize,0
1349,Ohio,Belmont,0
1350,Ohio,Brown,0
1351,Ohio,Butler,0
1352,Ohio,Carroll,0
1353,Ohio,Champaign,0
1354,Ohio,Clark,0
1355,Ohio,Clermont,0
1356,Ohio,Clinton,0
1357,Ohio,Columbiana,0
1358,Ohio,Coshocton,0
1359,Ohio,Crawford,0
1360,Ohio,Cuyahoga,0
1361,Ohio,Darke,0
1362,Ohio,Defiance,0
1363,Ohio,Delaware,0
1364,Ohio,Erie,0
1365,Ohio,Fairfield,0
1366,Ohio,Fayette,0
1367,Ohio,Franklin,0
1368,Ohio,Fulton,0
1369,Ohio,Gallia,0
1370,Ohio,Geauga,0
1371,Ohio,Greene,0
1372,Ohio,Guernsey,0
1373,Ohio,Hamilton,0
1374,Ohio,Hancock,0
1375,Ohio,Hardin,0
1376,Ohio,Harrison,0
1377,Ohio,Henry,0
1378,Ohio,Highland,0
1379,Ohio,Hocking,0
1380,Ohio,Holmes,0
1381,Ohio,Huron,0
1382,Ohio,Jackson,0
1383,Ohio,Jefferson,0
1384,Ohio,Knox,0
1385,Ohio,Lake,0
1386,Ohio,Lawrence,0
1387,Ohio,Licking,0
1388,Ohio,Logan,0
1389,Ohio,Lorain,0
1390,Ohio,Lucas,0
1391,Ohio,Madison,0
1392,Ohio,Mahoning,0
1393,Ohio,Marion,0
1394,Ohio,Medina,0
1395,Ohio,Meigs,0
1396,Ohio,Mercer,0
1397,Ohio,Miami,0
1398,Ohio,Monroe,0
1399,Ohio,Montgomery,0
1400,Ohio,Morgan,0
1401,Ohio,Morrow,0
1402,Ohio,Muskingum,0
1403,Ohio,Noble,0
1404,Ohio,Ottawa,0
1405,Ohio,Paulding,0
1406,Ohio,Perry,0
1407,Ohio,Pickaway,0
1408,Ohio,Pike,0
1409,Ohio,Portage,0
1410,Ohio,Preble,0
1411,Ohio,Putnam,0
1412,Ohio,Richland,0
1413,Ohio,Ross,0
1414,Ohio,Sandusky,0
1415,Ohio,Scioto,0
1416,Ohio,Seneca,0
1417,Ohio,Shelby,0
1418,Ohio,Stark,0
1419,Ohio,Summit,0
1420,Ohio,Trumbull,0
1421,Ohio,Tuscarawas,0
1422,Ohio,Union,0
1423,Ohio,Van Wert,0
1424,Ohio,Vinton,0
1425,Ohio,Warren,0
1426,Ohio,Washington,0
1427,Ohio,Wayne,0
1428,Ohio,Williams,0
1429,Ohio,Wood,0
1430,Ohio,Wyandot,0
1431,Oklahoma,Adair,0
1432,Oklahoma,Alfalfa,0
1433,Oklahoma,Atoka,0
1434,Oklahoma,Beaver,0
1435,Oklahoma,Beckham,0
1436,Oklahoma,Blaine,0
1437,Oklahoma,Bryan,0
1438,Oklahoma,Caddo,0
1439,Oklahoma,Canadian,0
1440,Oklahoma,Carter,0
1441,Oklahoma,Cherokee,0
1442,Oklahoma,Choctaw,0
1443,Oklahoma,Cimarron,0
1444,Oklahoma,Cleveland,0
1445,Oklahoma,Coal,0
1446,Oklahoma,Comanche,0
1447,Oklahoma,Cotton,0
1448,Oklahoma,Craig,0
1449,Oklahoma,Creek,0
1450,Oklahoma,Custer,0
1451,Oklahoma,Delaware,0
1452,Oklahoma,Dewey,0
1453,Oklahoma,Ellis,0
1454,Oklahoma,Garfield,0
1455,Oklahoma,Garvin,0
1456,Oklahoma,Grady,0
1457,Oklahoma,Grant,0
1458,Oklahoma,Greer,0
1459,Oklahoma,Harmon,0
1460,Oklahoma,Harper,0
1461,Oklahoma,Haskell,0
1462,Oklahoma,Hughes,0
1463,Oklahoma,Jackson,0
1464,Oklahoma,Jefferson,0
1465,Oklahoma,Johnston,0
1466,Oklahoma,Kay,0
1467,Oklahoma,Kingfisher,0
1468,Oklahoma,Kiowa,0
1469,Oklahoma,Latimer,0
1470,Oklahoma,Lincoln,0
1471,Oklahoma,Logan,0
1472,Oklahoma,Love,0
1473,Oklahoma,Major,0
1474,Oklahoma,Marshall,0
1475,Oklahoma,Mayes,0
1476,Oklahoma,McClain,0
1477,Oklahoma,McCurtain,0
1478,Oklahoma,McIntosh,0
1479,Oklahoma,Murray,0
1480,Oklahoma,Muskogee,0
1481,Oklahoma,Noble,0
1482,Oklahoma,Nowata,0
1483,Oklahoma,Okfuskee,0
1484,Oklahoma,Oklahoma,0
1485,Oklahoma,Okmulgee,0
1486,Oklahoma,Osage,0
1487,Oklahoma,Ottawa,0
1488,Oklahoma,Pawnee,0
1489,Oklahoma,Payne,0
1490,Oklahoma,Pittsburg,0
1491,Oklahoma,Pontotoc,0
1492,Oklahoma,Pottawatomie,0
1493,Oklahoma,Pushmataha,0
1494,Oklahoma,Roger Mills,0
1495,Oklahoma,Rogers,0
1496,Oklahoma,Seminole,0
1497,Oklahoma,Sequoyah,0
1498,Oklahoma,Stephens,0
1499,Oklahoma,Texas,0
1500,Oklahoma,Tillman,0
1501,Oklahoma,Tulsa,0
1502,Oklahoma,Wagoner,0
1503,Oklahoma,Washington,0
1504,Oklahoma,Washita,0
1505,Oklahoma,Woods,0
1506,Oklahoma,Woodward,0
1507,South Carolina,Abbeville,0
1508,South Carolina,Aiken,0
1509,South Carolina,Allendale,0
1510,South Carolina,Anderson,0
1511,South Carolina,Bamberg,0
1512,South Carolina,Barnwell,0
1513,South Carolina,Beaufort,0
1514,South Carolina,Berkeley,0
1515,South Carolina,Calhoun,0
1516,South Carolina,Charleston,0
1517,South Carolina,Cherokee,0
1518,South Carolina,Chester,0
1519,South Carolina,Chesterfield,0
1520,South Carolina,Clarendon,0
1521,South Carolina,Colleton,0
1522,South Carolina,Darlington,0
1523,South Carolina,Dillon,0
1524,South Carolina,Dorchester,0
1525,South Carolina,Edgefield,0
1526,South Carolina,Fairfield,0
1527,South Carolina,Florence,0
1528,South Carolina,Georgetown,0
1529,South Carolina,Greenville,0
1530,South Carolina,Greenwood,0
1531,South Carolina,Hampton,0
1532,South Carolina,Horry,0
1533,South Carolina,Jasper,0
1534,South Carolina,Kershaw,0
1535,South Carolina,Lancaster,0
1536,South Carolina,Laurens,0
1537,South Carolina,Lee,0
1538,South Carolina,Lexington,0
1539,South Carolina,Marion,0
1540,South Carolina,Marlboro,0
1541,South Carolina,McCormick,0
1542,South Carolina,Newberry,0
1543,South Carolina,Oconee,0
1544,South Carolina,Orangeburg,0
1545,South Carolina,Pickens,0
1546,South Carolina,Richland,0
1547,South Carolina,Saluda,0
1548,South Carolina,Spartanburg,0
1549,South Carolina,Sumter,0
1550,South Carolina,Union,0
1551,South Carolina,Williamsburg,0
1552,South Carolina,York,0
1553,Tennessee,Anderson,0
1554,Tennessee,Bedford,0
1555,Tennessee,Benton,0
1556,Tennessee,Bledsoe,0
1557,Tennessee,Blount,0
1558,Tennessee,Bradley,0
1559,Tennessee,Campbell,0
1560,Tennessee,Cannon,0
1561,Tennessee,Carroll,0
1562,Tennessee,Carter,0
1563,Tennessee,Cheatham,0
1564,Tennessee,Chester,0
1565,Tennessee,Claiborne,0
1566,Tennessee,Clay,0
1567,Tennessee,Cocke,0
1568,Tennessee,Coffee,0
1569,Tennessee,Crockett,0
1570,Tennessee,Cumberland,0
1571,Tennessee,Davidson,0
1572,Tennessee,Decatur,0
1573,Tennessee,Dickson,0
1574,Tennessee,Dyer,0
1575,Tennessee,Fayette,0
1576,Tennessee,Fentress,0
1577,Tennessee,Franklin,0
1578,Tennessee,Gibson,0
1579,Tennessee,Giles,0
1580,Tennessee,Grainger,0
1581,Tennessee,Greene,0
1582,Tennessee,Grundy,0
1583,Tennessee,Hamblen,0
1584,Tennessee,Hamilton,0
1585,Tennessee,Hancock,0
1586,Tennessee,Hardeman,0
1587,Tennessee,Hardin,0
1588,Tennessee,Hawkins,0
1589,Tennessee,Haywood,0
1590,Tennessee,Henderson,0
1591,Tennessee,Henry,0
1592,Tennessee,Hickman,0
1593,Tennessee,Houston,0
1594,Tennessee,Humphreys,0
1595,Tennessee,Jackson,0
1596,Tennessee,Jefferson,0
1597,Tennessee,Johnson,0
1598,Tennessee,Knox,0
1599,Tennessee,Lake,0
1600,Tennessee,Lauderdale,0
1601,Tennessee,Lawrence,0
1602,Tennessee,Lewis,0
1603,Tennessee,Lincoln,0
1604,Tennessee,Loudon,0
1605,Tennessee,Macon,0
1606,Tennessee,Madison,0
1607,Tennessee,Marion,0
1608,Tennessee,Marshall,0
1609,Tennessee,Maury,0
1610,Tennessee,McMinn,0
1611,Tennessee,McNairy,0
1612,Tennessee,Meigs,0
1613,Tennessee,Monroe,0
1614,Tennessee,Montgomery,0
1615,Tennessee,Moore,0
1616,Tennessee,Morgan,0
1617,Tennessee,Obion,0
1618,Tennessee,Overton,0
1619,Tennessee,Perry,0
1620,Tennessee,Pickett,0
1621,Tennessee,Polk,0
1622,Tennessee,Putnam,0
1623,Tennessee,Rhea,0
1624,Tennessee,Roane,0
1625,Tennessee,Robertson,0
1626,Tennessee,Rutherford,0
1627,Tennessee,Scott,0
1628,Tennessee,Sequatchie,0
1629,Tennessee,Sevier,0
1630,Tennessee,Shelby,0
1631,Tennessee,Smith,0
1632,Tennessee,Stewart,0
1633,Tennessee,Sullivan,0
1634,Tennessee,Sumner,0
1635,Tennessee,Tipton,0
1636,Tennessee,Trousdale,0
1637,Tennessee,Unicoi,0
1638,Tennessee,Union,0
1639,Tennessee,Van Buren,0
1640,Tennessee,Warren,0
1641,Tennessee,Washington,0
1642,Tennessee,Wayne,0
1643,Tennessee,Weakley,0
1644,Tennessee,White,0
1645,Tennessee,Williamson,0
1646,Tennessee,Wilson,0
1647,Texas,Anderson,0
1648,Texas,Andrews,0
1649,Texas,Angelina,0
1650,Texas,Aransas,0
1651,Texas,Archer,0
1652,Texas,Armstrong,0
1653,Texas,Atascosa,0
1654,Texas,Austin,0
1655,Texas,Bailey,0
1656,Texas,Bandera,0
1657,Texas,Bastrop,0
1658,Texas,Baylor,0
1659,Texas,Bee,0
1660,Texas,Bell,0
1661,Texas,Bexar,0
1662,Texas,Blanco,0
1663,Texas,Borden,0
1664,Texas,Bosque,0
1665,Texas,Bowie,0
1666,Texas,Brazoria,0
1667,Texas,Brazos,0
1668,Texas,Brewster,0
1669,Texas,Briscoe,0
1670,Texas,Brooks,0
1671,Texas,Brown,0
1672,Texas,Burleson,0
1673,Texas,Burnet,0
1674,Texas,Caldwell,0
1675,Texas,Calhoun,0
1676,Texas,Callahan,0
1677,Texas,Cameron,0
1678,Texas,Camp,0
1679,Texas,Carson,0
1680,Texas,Cass,0
1681,Texas,Castro,0
1682,Texas,Chambers,0
1683,Texas,Cherokee,0
1684,Texas,Childress,0
1685,Texas,Clay,0
1686,Texas,Cochran,0
1687,Texas,Coke,0
1688,Texas,Coleman,0
1689,Texas,Collin,0
1690,Texas,Collingsworth,0
1691,Texas,Colorado,0
1692,Texas,Comal,0
1693,Texas,Comanche,0
1694,Texas,Concho,0
1695,Texas,Cooke,0
1696,Texas,Coryell,0
1697,Texas,Cottle,0
1698,Texas,Crane,0
1699,Texas,Crockett,0
1700,Texas,Crosby,0
1701,Texas,Culberson,0
1702,Texas,Dallam,0
1703,Texas,Dallas,0
1704,Texas,Dawson,0
1705,Texas,Deaf Smith,0
1706,Texas,Delta,0
1707,Texas,Denton,0
1708,Texas,De Witt,0
1709,Texas,Dickens,0
1710,Texas,Dimmit,0
1711,Texas,Donley,0
1712,Texas,Duval,0
1713,Texas,Eastland,0
1714,Texas,Ector,0
1715,Texas,Edwards,0
1716,Texas,Ellis,0
1717,Texas,El Paso,0
1718,Texas,Erath,0
1719,Texas,Falls,0
1720,Texas,Fannin,0
1721,Texas,Fayette,0
1722,Texas,Fisher,0
1723,Texas,Floyd,0
1724,Texas,Foard,0
1725,Texas,Fort Bend,0
1726,Texas,Franklin,0
1727,Texas,Freestone,0
1728,Texas,Frio,0
1729,Texas,Gaines,0
1730,Texas,Garza,0
1731,Texas,Gillespie,0
1732,Texas,Glasscock,0
1733,Texas,Goliad,0
1734,Texas,Gonzales,0
1735,Texas,Gray,0
1736,Texas,Grayson,0
1737,Texas,Gregg,0
1738,Texas,Grimes,0
1739,Texas,Guadalupe,0
1740,Texas,Hale,0
1741,Texas,Hall,0
1742,Texas,Hamilton,0
1743,Texas,Hansford,0
1744,Texas,Hardeman,0
1745,Texas,Hardin,0
1746,Texas,Harris,0
1747,Texas,Harrison,0
1748,Texas,Hartley,0
1749,Texas,Haskell,0
1750,Texas,Hays,0
1751,Texas,Hemphill,0
1752,Texas,Henderson,0
1753,Texas,Hidalgo,0
1754,Texas,Hill,0
1755,Texas,Hockley,0
1756,Texas,Hood,0
1757,Texas,Hopkins,0
1758,Texas,Houston,0
1759,Texas,Howard,0
1760,Texas,Hudspeth,0
1761,Texas,Hunt,0
1762,Texas,Hutchinson,0
1763,Texas,Irion,0
1764,Texas,Jack,0
1765,Texas,Jackson,0
1766,Texas,Jasper,0
1767,Texas,Jeff Davis,0
1768,Texas,Jefferson,0
1769,Texas,Jim Hogg,0
1770,Texas,Jim Wells,0
1771,Texas,Johnson,0
1772,Texas,Jones,0
1773,Texas,Karnes,0
1774,Texas,Kaufman,0
1775,Texas,Kendall,0
1776,Texas,Kenedy,0
1777,Texas,Kent,0
1778,Texas,Kerr,0
1779,Texas,Kimble,0
1780,Texas,King,0
1781,Texas,Kinney,0
1782,Texas,Kleberg,0
1783,Texas,Knox,0
1784,Texas,Lamar,0
1785,Texas,Lamb,0
1786,Texas,Lampasas,0
1787,Texas,La Salle,0
1788,Texas,Lee,0
1789,Texas,Leon,0
1790,Texas,Liberty,0
1791,Texas,Limestone,0
1792,Texas,Lipscomb,0
1793,Texas,Live Oak,0
1794,Texas,Llano,0
1795,Texas,Loving,0
1796,Texas,Lubbock,0
1797,Texas,Lynn,0
1798,Texas,Madison,0
1799,Texas,Marion,0
1800,Texas,Martin,0
1801,Texas,Mason,0
1802,Texas,Matagorda,0
1803,Texas,Maverick,0
1804,Texas,McCulloch,0
1805,Texas,McLennan,0
1806,Texas,McMullen,0
1807,Texas,Medina,0
1808,Texas,Menard,0
1809,Texas,Midland,0
1810,Texas,Milam,0
1811,Texas,Mills,0
1812,Texas,Mitchell,0
1813,Texas,Montague,0
1814,Texas,Montgomery,0
1815,Texas,Moore,0
1816,Texas,Morris,0
1817,Texas,Motley,0
1818,Texas,Nacogdoches,0
1819,Texas,Navarro,0
1820,Texas,Newton,0
1821,Texas,Nolan,0
1822,Texas,Nueces,0
1823,Texas,Ochiltree,0
1824,Texas,Oldham,0
1825,Texas,Orange,0
1826,Texas,Palo Pinto,0
1827,Texas,Panola,0
1828,Texas,Parker,0
1829,Texas,Parmer,0
1830,Texas,Pecos,0
1831,Texas,Polk,0
1832,Texas,Potter,0
1833,Texas,Presidio,0
1834,Texas,Rains,0
1835,Texas,Randall,0
1836,Texas,Reagan,0
1837,Texas,Real,0
1838,Texas,Red River,0
1839,Texas,Reeves,0
1840,Texas,Refugio,0
1841,Texas,Roberts,0
1842,Texas,Robertson,0
1843,Texas,Rockwall,0
1844,Texas,Runnels,0
1845,Texas,Rusk,0
1846,Texas,Sabine,0
1847,Texas,San Augustine,0
1848,Texas,San Jacinto,0
1849,Texas,San Patricio,0
1850,Texas,San Saba,0
1851,Texas,Schleicher,0
1852,Texas,Scurry,0
1853,Texas,Shackelford,0
1854,Texas,Shelby,0
1855,Texas,Sherman,0
1856,Texas,Smith,0
1857,Texas,Somervell,0
1858,Texas,Starr,0
1859,Texas,Stephens,0
1860,Texas,Sterling,0
1861,Texas,Stonewall,0
1862,Texas,Sutton,0
1863,Texas,Swisher,0
1864,Texas,Tarrant,0
1865,Texas,Taylor,0
1866,Texas,Terrell,0
1867,Texas,Terry,0
1868,Texas,Throckmorton,0
1869,Texas,Titus,0
1870,Texas,Tom Green,0
1871,Texas,Travis,0
1872,Texas,Trinity,0
1873,Texas,Tyler,0
1874,Texas,Upshur,0
1875,Texas,Upton,0
1876,Texas,Uvalde,0
1877,Texas,Val Verde,0
1878,Texas,Van Zandt,0
1879,Texas,Victoria,0
1880,Texas,Walker,0
1881,Texas,Waller,0
1882,Texas,Ward,0
1883,Texas,Washington,0
1884,Texas,Webb,0
1885,Texas,Wharton,0
1886,Texas,Wheeler,0
1887,Texas,Wichita,0
1888,Texas,Wilbarger,0
1889,Texas,Willacy,0
1890,Texas,Williamson,0
1891,Texas,Wilson,0
1892,Texas,Winkler,0
1893,Texas,Wise,0
1894,Texas,Wood,0
1895,Texas,Yoakum,0
1896,Texas,Young,0
1897,Texas,Zapata,0
1898,Texas,Zavala,0
1899,Utah,Beaver,0
1900,Utah,Box Elder,0
1901,Utah,Cache,0
1902,Utah,Carbon,0
1903,Utah,Daggett,0
1904,Utah,Davis,0
1905,Utah,Duchesne,0
1906,Utah,Emery,0
1907,Utah,Garfield,0
1908,Utah,Grand,0
1909,Utah,Iron,0
1910,Utah,Juab,0
1911,Utah,Kane,0
1912,Utah,Millard,0
1913,Utah,Morgan,0
1914,Utah,Piute,0
1915,Utah,Rich,0
1916,Utah,Salt Lake,0
1917,Utah,San Juan,0
1918,Utah,Sanpete,0
1919,Utah,Sevier,0
1920,Utah,Summit,0
1921,Utah,Tooele,0
1922,Utah,Uintah,0
1923,Utah,Utah,0
1924,Utah,Wasatch,0
1925,Utah,Washington,0
1926,Utah,Wayne,0
1927,Utah,Weber,0
1928,Vermont,Addison,0
1929,Vermont,Bennington,0
1930,Vermont,Chittenden,0
1931,Vermont,Essex,0
1932,Vermont,Franklin,0
1933,Vermont,Grand Isle,0
1934,Vermont,Orange,0
1935,Vermont,Rutland,0
1936,Vermont,Washington,0
1937,Vermont,Windham,0
1938,Vermont,Windsor,0
